Person_ID,Timestamp,First_Seen,Camera_ID,Location,Confidence_Pct,BBox_X,BBox_Y,BBox_W,BBox_H,Frame_Number
Person-6,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,67.5,494,161,37,95,72
Person-7,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,84.8,107,472,61,131,72
Person-8,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.7,790,2,29,85,72
Person-9,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.4,472,50,32,87,72
Person-12,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.1,738,96,31,77,72
Person-13,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.7,534,31,25,83,72
Person-15,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.6,1135,58,45,92,72
Person-16,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.6,1119,27,28,77,72
Person-17,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.7,768,19,26,80,72
Person-18,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.5,381,272,51,100,72
Person-19,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,82.0,753,517,50,121,72
Person-20,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,63.5,608,204,48,101,72
Person-24,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.8,54,43,45,113,72
Person-28,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.1,663,142,41,103,72
Person-30,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.0,1131,282,49,116,72
Person-34,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.9,227,317,37,104,72
Person-38,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.9,920,22,28,90,72
Person-51,2026-03-12 08:00:02,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,45.3,385,208,41,78,72
Person-35,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.3,1186,192,54,107,72
Person-22,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,73.1,1167,127,48,98,72
Person-68,2026-03-12 08:00:02,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,75.2,680,554,39,133,72
Person-26,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.9,1096,31,29,73,72
Person-58,2026-03-12 08:00:02,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,42.1,106,606,70,114,72
Person-75,2026-03-12 08:00:02,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,47.6,603,22,26,80,72
Person-90,2026-03-12 08:00:02,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,73.5,784,662,62,58,72
Person-1,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.8,1073,519,67,136,75
Person-2,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,44.9,1063,409,59,115,75
Person-3,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.4,460,230,42,105,75
Person-4,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.5,1253,192,27,98,75
Person-5,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.7,703,380,55,115,75
Person-6,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.2,493,158,36,96,75
Person-7,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,83.7,103,480,62,135,75
Person-8,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.0,789,0,28,84,75
Person-9,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.4,473,46,32,86,75
Person-12,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,67.3,739,99,31,76,75
Person-13,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.1,534,30,25,84,75
Person-14,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.6,575,33,31,83,75
Person-15,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.7,1137,59,44,91,75
Person-16,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.9,1119,29,29,76,75
Person-17,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.6,766,17,27,77,75
Person-18,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.7,379,279,53,99,75
Person-19,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,82.0,745,523,51,117,75
Person-20,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.5,609,206,46,99,75
Person-24,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.3,55,44,55,111,75
Person-28,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.0,663,145,41,104,75
Person-30,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.4,1124,276,51,112,75
Person-34,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,49.8,227,316,37,105,75
Person-38,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.7,920,22,27,89,75
Person-51,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,50.0,385,213,42,76,75
Person-35,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,60.6,1193,197,48,105,75
Person-22,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.6,1168,133,48,101,75
Person-68,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,73.3,677,543,42,127,75
Person-58,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.3,107,613,71,107,75
Person-75,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,47.4,603,23,26,83,75
Person-90,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,78.5,781,653,65,67,75
Person-94,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,71.1,0,345,42,108,75
Person-95,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,43.6,56,75,40,80,75
Person-3,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.8,462,222,41,104,78
Person-4,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,46.8,1254,205,25,88,78
Person-5,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.9,701,373,57,116,78
Person-6,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.7,493,152,36,97,78
Person-7,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.6,98,493,61,131,78
Person-8,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.3,787,0,28,82,78
Person-9,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.6,473,43,32,87,78
Person-12,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.2,738,103,34,76,78
Person-13,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.5,533,30,26,84,78
Person-14,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,41.1,575,33,30,84,78
Person-15,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.1,1140,63,41,90,78
Person-16,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.7,1122,32,29,75,78
Person-17,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.0,764,14,27,75,78
Person-18,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.2,378,285,56,101,78
Person-19,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.2,726,532,62,124,78
Person-20,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.3,609,212,46,101,78
Person-28,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.9,662,149,42,102,78
Person-30,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.0,1112,272,58,114,78
Person-34,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.5,227,316,37,104,78
Person-38,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.1,920,23,27,89,78
Person-51,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,50.5,384,217,40,78,78
Person-35,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.7,1194,204,51,105,78
Person-22,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.5,1169,139,48,104,78
Person-68,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,76.6,672,532,45,123,78
Person-69,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,48.0,880,1,32,70,78
Person-26,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.1,1099,36,30,73,78
Person-58,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.4,107,618,72,102,78
Person-75,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,49.2,606,25,25,85,78
Person-83,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,52.0,156,0,34,43,78
Person-90,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,80.0,777,636,68,84,78
Person-94,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,67.3,0,345,43,113,78
Person-95,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,56.0,56,74,36,81,78
Person-98,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,71.2,441,669,61,51,78
Person-3,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,67.9,462,216,41,104,81
Person-4,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,44.0,1255,210,24,83,81
Person-5,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.8,700,366,58,122,81
Person-6,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.4,491,147,37,93,81
Person-7,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,81.8,92,502,64,127,81
Person-9,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.5,474,41,31,87,81
Person-12,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.7,737,106,35,78,81
Person-13,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.3,533,30,26,84,81
Person-14,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,41.5,574,33,30,83,81
Person-15,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,60.1,1139,65,41,93,81
Person-16,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.3,1124,32,30,76,81
Person-18,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.6,378,292,58,97,81
Person-19,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.5,722,538,59,123,81
Person-20,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.4,609,217,45,103,81
Person-28,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.7,661,151,43,101,81
Person-30,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.1,1105,266,59,116,81
Person-34,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.5,227,316,37,104,81
Person-38,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.5,920,22,26,89,81
Person-35,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.6,1199,208,49,108,81
Person-22,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.8,1169,142,48,104,81
Person-68,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,69.7,670,523,46,127,81
Person-69,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,47.6,878,0,33,70,81
Person-26,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.5,1099,37,33,73,81
Person-58,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.7,107,623,73,97,81
Person-75,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,48.0,607,28,25,83,81
Person-90,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,77.2,777,619,70,101,81
Person-94,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,68.4,0,341,44,118,81
Person-95,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,67.0,57,73,35,83,81
Person-98,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,77.3,441,660,64,60,81
Person-101,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,53.1,86,32,35,74,81
Person-3,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,69.2,462,209,42,108,84
Person-5,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.7,702,359,54,120,84
Person-6,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.3,490,143,36,92,84
Person-7,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.6,87,510,64,126,84
Person-8,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.5,783,0,27,74,84
Person-9,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.2,474,36,31,85,84
Person-12,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.8,736,110,35,79,84
Person-13,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.9,532,30,26,83,84
Person-15,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.1,1138,69,42,93,84
Person-17,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.7,760,10,28,75,84
Person-18,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,46.1,378,296,55,96,84
Person-19,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.7,717,544,54,120,84
Person-20,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.2,606,221,46,102,84
Person-28,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.3,662,156,41,104,84
Person-30,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.5,1102,259,53,115,84
Person-34,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.8,227,315,38,105,84
Person-38,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.4,920,22,26,89,84
Person-51,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,45.1,382,223,39,83,84
Person-35,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.8,1200,212,52,106,84
Person-22,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.2,1169,145,49,101,84
Person-68,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,68.3,668,514,44,128,84
Person-69,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,41.5,876,0,33,69,84
Person-26,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.8,1102,36,31,74,84
Person-58,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.0,111,630,73,90,84
Person-90,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,80.7,782,604,65,114,84
Person-94,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,55.3,0,345,46,124,84
Person-95,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,66.1,58,74,33,81,84
Person-98,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,78.7,444,644,68,75,84
Person-101,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,60.5,91,31,33,74,84
Person-3,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.2,462,205,40,108,87
Person-5,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.5,703,351,53,112,87
Person-6,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.0,489,140,35,95,87
Person-7,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,80.4,81,524,68,122,87
Person-9,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.8,473,32,31,85,87
Person-12,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.6,737,113,35,79,87
Person-13,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.0,532,30,27,84,87
Person-17,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.6,760,6,27,78,87
Person-18,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.2,377,300,52,103,87
Person-19,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,83.3,709,553,55,128,87
Person-20,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,68.7,605,226,46,100,87
Person-28,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.9,660,161,42,108,87
Person-30,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.9,1104,254,47,110,87
Person-34,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.2,226,315,38,106,87
Person-38,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.6,920,23,26,88,87
Person-51,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,45.0,381,229,40,82,87
Person-35,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.8,1204,218,53,109,87
Person-22,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,73.2,1173,150,47,104,87
Person-68,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,71.5,665,504,46,119,87
Person-69,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,42.2,876,0,32,70,87
Person-58,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.0,112,638,73,82,87
Person-75,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,41.3,609,32,26,85,87
Person-90,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,79.6,787,590,62,129,87
Person-94,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,70.8,0,352,53,126,87
Person-95,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,67.6,59,74,31,81,87
Person-98,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,82.0,434,629,81,91,87
Person-101,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,55.5,98,31,44,74,87
Person-105,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,56.8,782,188,37,84,87
Person-1,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.3,1092,564,69,141,87
Person-2,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.2,1086,454,62,128,87
Person-3,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.8,461,200,39,103,90
Person-5,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.2,702,344,54,114,90
Person-6,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.0,489,135,31,95,90
Person-7,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,73.6,78,535,71,129,90
Person-9,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,49.3,472,31,31,85,90
Person-12,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.0,738,117,34,81,90
Person-13,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.4,532,31,27,84,90
Person-18,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.2,375,304,50,109,90
Person-19,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.9,702,562,61,138,90
Person-20,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.8,605,231,45,104,90
Person-28,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.5,658,166,43,107,90
Person-30,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.0,1101,249,48,111,90
Person-34,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.1,225,316,38,105,90
Person-38,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.6,920,24,27,88,90
Person-41,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,44.6,256,333,48,102,90
Person-51,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,43.5,381,234,40,81,90
Person-35,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.8,1207,226,53,112,90
Person-22,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.0,1175,156,46,105,90
Person-68,2026-03-12 08:00:03,2026-03-12 08:00:01,CAM-PEOPLE-01,Surveillance Zone A,61.3,666,495,44,118,90
Person-69,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,51.7,874,1,32,70,90
Person-26,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,42.7,1109,40,27,75,90
Person-58,2026-03-12 08:00:03,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.9,114,644,70,76,90
Person-83,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,48.9,154,0,30,52,90
Person-90,2026-03-12 08:00:03,2026-03-12 08:00:02,CAM-PEOPLE-01,Surveillance Zone A,80.5,789,577,63,135,90
Person-94,2026-03-12 08:00:03,2026-03-12 08:00:03,CAM-PEOPLE-01,Surveillance Zone A,76.7,0,356,60,132,90
