Person_ID,Timestamp,First_Seen,Camera_ID,Location,Confidence_Pct,BBox_X,BBox_Y,BBox_W,BBox_H,Frame_Number
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,82.3,973,312,56,114,0
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.6,964,212,46,108,0
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.4,442,432,54,136,0
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.2,1196,96,37,85,0
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.0,760,633,70,87,0
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.5,499,300,49,115,0
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.0,172,290,45,117,0
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,69.1,800,85,36,94,0
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.9,472,160,37,97,0
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,63.7,132,29,44,78,0
Person-11,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.2,594,62,27,78,0
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.2,727,30,28,67,0
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.5,532,49,31,86,0
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.2,569,47,27,84,0
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.1,1116,7,35,85,0
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.6,1075,10,28,75,0
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.4,776,101,32,84,0
Person-18,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.0,377,173,42,97,0
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.9,945,468,72,124,0
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.5,617,117,36,87,0
Person-21,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.5,483,1,30,71,0
Person-22,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.3,1128,51,59,140,0
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.5,229,0,40,92,0
Person-24,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.0,60,85,36,83,0
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,41.8,1053,12,27,69,0
Person-26,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,41.5,1054,9,38,73,0
Person-27,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,41.5,21,528,70,131,0
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,80.1,979,319,53,112,3
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.7,968,215,47,108,3
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.4,447,421,50,124,3
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.7,1196,100,39,85,3
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.6,759,622,70,97,3
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.2,503,294,46,105,3
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.1,170,294,47,112,3
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.3,801,79,36,92,3
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.8,473,152,37,95,3
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.2,139,24,37,77,3
Person-11,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.7,595,57,29,80,3
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.3,727,32,29,69,3
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.8,533,48,28,84,3
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.4,568,46,27,84,3
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.9,1117,7,36,86,3
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.3,1078,11,26,74,3
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.8,778,97,32,86,3
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,60.9,935,469,77,122,3
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.0,618,120,35,91,3
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.5,233,1,41,88,3
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.8,1055,13,27,68,3
Person-28,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,46.9,655,66,38,94,3
Person-29,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,41.4,866,5,30,66,3
Person-35,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.1,1125,109,47,88,3
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.6,979,324,52,107,6
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,84.1,970,219,47,107,6
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.8,449,411,48,120,6
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.5,1195,103,43,89,6
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,83.9,759,611,70,108,6
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.2,503,285,43,104,6
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.3,167,299,50,110,6
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,76.7,801,77,35,90,6
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.3,473,148,39,98,6
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.8,144,20,36,78,6
Person-11,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.2,598,54,29,82,6
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.0,727,33,30,71,6
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.7,533,47,28,84,6
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.8,568,44,27,84,6
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.6,1117,7,39,88,6
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.5,1080,11,25,74,6
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.5,779,95,29,85,6
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.3,930,471,76,121,6
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,63.3,617,122,37,91,6
Person-21,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.8,483,0,27,63,6
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.4,242,0,38,86,6
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,47.2,1057,13,27,68,6
Person-28,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,42.8,655,70,39,95,6
Person-29,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.4,866,4,30,67,6
Person-30,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.8,1233,447,46,123,6
Person-34,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.5,229,328,36,97,6
Person-35,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.3,1128,109,53,94,6
Person-38,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,49.8,925,1,36,120,6
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.0,982,329,54,113,9
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.9,974,227,47,107,9
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.6,450,401,49,127,9
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,68.3,1195,104,46,89,9
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,81.9,758,596,68,122,9
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.5,504,279,40,105,9
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,73.8,164,308,53,115,9
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.1,803,74,32,92,9
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.6,473,144,39,100,9
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.4,151,19,39,77,9
Person-11,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,49.8,601,54,28,78,9
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.6,727,35,31,70,9
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.1,533,47,26,81,9
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.8,568,41,26,87,9
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.6,1118,8,39,90,9
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.0,1080,11,27,73,9
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.7,781,92,31,80,9
Person-18,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.0,380,185,41,94,9
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.7,930,472,69,118,9
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.0,617,126,36,89,9
Person-21,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.3,482,0,29,61,9
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.2,246,2,37,82,9
Person-24,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.9,61,84,35,82,9
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,44.2,1060,12,24,70,9
Person-28,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.0,656,74,39,95,9
Person-30,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,69.8,1233,433,46,132,9
Person-41,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.6,259,331,46,115,9
Person-22,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.6,1130,61,61,142,9
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.8,985,338,55,116,12
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.4,976,234,49,108,12
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,81.1,450,391,49,133,12
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,68.6,1198,106,44,89,12
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,81.0,754,582,65,133,12
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.4,503,272,38,109,12
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,63.4,161,317,56,117,12
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.5,803,70,32,89,12
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.1,473,140,39,97,12
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.7,159,15,39,78,12
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.9,727,37,31,70,12
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.0,532,44,26,83,12
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,51.4,567,39,25,89,12
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.7,1119,11,38,90,12
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.7,1080,10,28,73,12
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,43.7,781,87,32,80,12
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,69.5,926,474,60,116,12
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.7,616,127,36,91,12
Person-21,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.7,482,0,30,58,12
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.9,250,1,33,78,12
Person-24,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,50.9,61,84,34,81,12
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,49.2,1061,11,25,71,12
Person-28,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.6,656,76,39,94,12
Person-30,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,76.2,1231,424,48,135,12
Person-38,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,55.6,923,0,38,120,12
Person-22,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.9,1132,63,61,141,12
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.0,988,343,55,117,15
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,82.8,980,240,49,106,15
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.6,449,381,48,132,15
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.9,1200,110,41,89,15
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.4,752,572,62,142,15
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,59.4,504,266,37,106,15
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.9,160,321,54,117,15
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.7,802,64,33,89,15
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,67.3,473,132,36,94,15
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,44.9,163,13,37,75,15
Person-11,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.6,605,47,26,78,15
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.5,725,39,33,72,15
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.5,532,41,25,85,15
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.6,566,38,26,88,15
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.1,1119,14,39,89,15
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.9,1079,10,30,73,15
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.9,781,84,32,82,15
Person-18,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.1,378,202,41,88,15
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.7,921,474,56,116,15
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,69.2,617,131,35,91,15
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,52.3,251,0,32,74,15
Person-24,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,48.3,60,83,34,81,15
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,49.7,1061,12,26,71,15
Person-29,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.2,867,0,27,68,15
Person-30,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.3,1225,418,54,138,15
Person-38,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.3,923,0,38,120,15
Person-22,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.0,1133,63,60,147,15
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.7,992,349,56,112,18
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,80.2,983,245,49,111,18
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,80.5,450,371,45,122,18
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.9,1201,114,40,90,18
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,80.7,747,559,61,145,18
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,77.9,502,258,39,101,18
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.1,159,326,50,114,18
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.2,801,60,33,90,18
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,65.3,469,127,37,95,18
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.0,168,6,37,76,18
Person-11,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.8,607,49,24,74,18
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,67.8,724,43,34,72,18
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.4,532,40,24,85,18
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.5,565,38,26,86,18
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.1,1118,15,39,87,18
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,54.1,1080,11,29,73,18
Person-17,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.2,780,79,32,82,18
Person-18,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,56.2,377,207,41,85,18
Person-19,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,70.1,907,474,59,114,18
Person-20,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,72.7,617,135,36,93,18
Person-23,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.1,254,0,30,72,18
Person-24,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.9,59,83,34,80,18
Person-25,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.0,1061,12,26,73,18
Person-28,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.0,656,82,39,94,18
Person-29,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,40.9,867,0,26,66,18
Person-30,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.4,1218,408,60,135,18
Person-38,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,57.4,921,0,33,119,18
Person-31,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,45.3,1158,65,39,70,18
Person-35,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,64.2,1135,122,47,96,18
Person-1,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,75.1,995,355,55,117,21
Person-2,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,79.3,985,254,51,111,21
Person-3,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,78.8,449,363,47,122,21
Person-4,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,68.6,1202,117,39,89,21
Person-5,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,81.6,742,548,62,135,21
Person-6,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,74.7,502,252,39,100,21
Person-7,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,83.0,157,333,49,117,21
Person-8,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,63.7,800,58,33,92,21
Person-9,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,61.0,466,123,39,95,21
Person-10,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,66.5,173,4,43,75,21
Person-12,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,71.2,725,44,33,72,21
Person-13,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,67.8,531,39,25,85,21
Person-14,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,62.6,564,36,27,87,21
Person-15,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,58.9,1118,16,39,86,21
Person-16,2026-03-12 08:00:00,2026-03-12 08:00:00,CAM-PEOPLE-01,Surveillance Zone A,53.8,1079,12,31,75,21
